Rowid,Year,LocationAbbr,LocationDesc,DataSource,Category,Indicator,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Number,WeightedNumber,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,CategoryID,IndicatorID,Geolocation,LocationID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
236,2022,HHS8,HHS Region 8,BRFSS,Health Risks & Behaviors,Current e-cigarette use among adults 18 years of age or older,Yes,%,Prevalence,2.8,2.8,,,2.2,3.5,236,56241,Disability Status,No Disability,Age Group,45-64,HLTHRB,ECIG,,87,YESNO01,PREV,DISSTAT,NODIS,AGEGRP,AGE02
,2022,NH,New Hampshire,BRFSS,Health Risks & Behaviors,Current e-cigarette use among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Hearing Disability,,,HLTHRB,ECIG,POINT (-71.50036091999965 43.65595011300047),33,YESNO01,AGEADJPREV,DISTYPE,HEARDIS,,
100,2022,AK,Alaska,BRFSS,Prevention & Screenings,Routine check-up in the past year among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,72.6,72.6,,,64.2,79.6,100,15010,Disability Status,No Disability,Race/Ethnicity,Hispanic,PREVENT,PHYSICAL,POINT (-147.72205903599973 64.84507995700051),2,YESNO01,AGEADJPREV,DISSTAT,NODIS,RACE,HIS
113,2022,MA,Massachusetts,BRFSS,Prevention & Screenings,Routine check-up in the past year among adults 18 years of age or older,No,%,Age-adjusted Prevalence,13.5,13.5,,,9.4,19,113,60964,Disability Type,Mobility Disability,,,PREVENT,PHYSICAL,POINT (-72.08269067499964 42.27687047000046),25,YESNO02,AGEADJPREV,DISTYPE,MOBDIS,,
201,2022,AZ,Arizona,BRFSS,Prevention & Screenings,Routine check-up in the past year among adults 18 years of age or older,No,%,Prevalence,15.2,15.2,,,12.2,18.7,201,73403,Disability Status,Any Disability,Age Group,45-64,PREVENT,PHYSICAL,POINT (-111.76381127699972 34.865970280000454),4,YESNO02,PREV,DISSTAT,DISABL,AGEGRP,AGE02
73,2022,NH,New Hampshire,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Age-adjusted Prevalence,58.3,58.3,,,44.4,71,73,13967,Disability Type,Hearing Disability,,,HLTHRB,TESTEVER,POINT (-71.50036091999965 43.65595011300047),33,YESNO02,AGEADJPREV,DISTYPE,HEARDIS,,
29,2022,MA,Massachusetts,BRFSS,Health Risks & Behaviors,Smoking status among adults 18 years of age or older,Current Smoker,%,Age-adjusted Prevalence,20.6,20.6,,,11.9,33.3,29,16357,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",HLTHRB,SMOKE,POINT (-72.08269067499964 42.27687047000046),25,SMOKE01,AGEADJPREV,DISSTAT,DISABL,RACE,BLK
1036,2022,MD,Maryland,BRFSS,Health Risks & Behaviors,Smoking status among adults 18 years of age or older,Never Smoker,%,Prevalence,49.8,49.8,,,46.1,53.5,1036,179995,Disability Status,Any Disability,Age Group,65+,HLTHRB,SMOKE,POINT (-76.60926011099963 39.29058096400047),24,SMOKE03,PREV,DISSTAT,DISABL,AGEGRP,AGE03
309,2022,VT,Vermont,BRFSS,Prevention & Screenings,Visited a dentist in the past year among adults 18 years of age or older,No,%,Age-adjusted Prevalence,44,44,,,39,49.1,309,24980,Disability Type,Cognitive Disability,,,PREVENT,DENTIST,POINT (-72.51764079099962 43.62538123900049),50,YESNO02,AGEADJPREV,DISTYPE,COGDIS,,
2021,2022,WA,Washington,BRFSS,Health Risks & Behaviors,Smoking status among adults 18 years of age or older,Never Smoker,%,Age-adjusted Prevalence,57.1,57.1,,,54.7,59.6,2021,455667,Disability Status,Any Disability,Sex,Female,HLTHRB,SMOKE,POINT (-120.47001078999972 47.52227862900048),53,SMOKE03,AGEADJPREV,DISSTAT,DISABL,SEX,GENF
117,2022,WY,Wyoming,BRFSS,Health Risks & Behaviors,Smoking status among adults 18 years of age or older,Current Smoker,%,Age-adjusted Prevalence,21.9,21.9,,,15.4,30,117,11491,Disability Type,Mobility Disability,,,HLTHRB,SMOKE,POINT (-108.10983035299967 43.23554134300048),56,SMOKE01,AGEADJPREV,DISTYPE,MOBDIS,,
219,2022,ND,North Dakota,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Age-adjusted Prevalence,52.7,52.7,,,46.8,58.5,219,36879,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",HLTHRB,TESTEVER,POINT (-100.11842104899966 47.47531977900047),38,YESNO02,AGEADJPREV,DISSTAT,DISABL,RACE,WHT
2835,2022,CA,California,BRFSS,Health Risks & Behaviors,Current e-cigarette use among adults 18 years of age or older,No,%,Prevalence,90.1,90.1,,,88.5,91.5,2835,9119654,Disability Status,No Disability,Age Group,18-44,HLTHRB,ECIG,POINT (-120.99999953799971 37.63864012300047),6,YESNO02,PREV,DISSTAT,NODIS,AGEGRP,AGE01
547,2022,CO,Colorado,BRFSS,Prevention & Screenings,Visited a dentist in the past year among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,48.6,48.6,,,44.7,52.5,547,248208,Disability Status,Any Disability,Sex,Male,PREVENT,DENTIST,POINT (-106.13361092099967 38.843840757000464),8,YESNO01,AGEADJPREV,DISSTAT,DISABL,SEX,GENM
111,2022,CA,California,BRFSS,Prevention & Screenings,Routine check-up in the past year among adults 18 years of age or older,No,%,Age-adjusted Prevalence,24.3,24.3,,,18.3,31.5,111,312016,Disability Type,Vision Disability,,,PREVENT,PHYSICAL,POINT (-120.99999953799971 37.63864012300047),6,YESNO02,AGEADJPREV,DISTYPE,VISDIS,,
69,2022,NE,Nebraska,BRFSS,Health Risks & Behaviors,Current e-cigarette use among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,16.3,16.3,,,12.3,21.3,69,24322,Disability Status,Any Disability,Sex,Female,HLTHRB,ECIG,POINT (-99.36572062299967 41.6410409880005),31,YESNO01,AGEADJPREV,DISSTAT,DISABL,SEX,GENF
791,2022,HHS7,HHS Region 7,BRFSS,Prevention & Screenings,Visited a dentist in the past year among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,48.6,48.6,,,44,53.1,791,238488,Disability Type,Vision Disability,,,PREVENT,DENTIST,,86,YESNO01,AGEADJPREV,DISTYPE,VISDIS,,
,2022,MS,Mississippi,BRFSS,Health Risks & Behaviors,Smoking status among adults 18 years of age or older,Former Smoker,%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,No Disability,Race/Ethnicity,Hispanic,HLTHRB,SMOKE,POINT (-89.53803082499968 32.745510099000455),28,SMOKE02,AGEADJPREV,DISSTAT,NODIS,RACE,HIS
2651,2022,MA,Massachusetts,BRFSS,Health Risks & Behaviors,Current e-cigarette use among adults 18 years of age or older,No,%,Age-adjusted Prevalence,88.9,88.9,,,86.7,90.8,2651,1319800,Disability Status,Any Disability,,,HLTHRB,ECIG,POINT (-72.08269067499964 42.27687047000046),25,YESNO02,AGEADJPREV,DISSTAT,DISABL,,
923,2022,NM,New Mexico,BRFSS,Prevention & Screenings,Visited a dentist in the past year among adults 18 years of age or older,No,%,Age-adjusted Prevalence,35.4,35.4,,,32.9,38,923,384980,Disability Status,No Disability,,,PREVENT,DENTIST,POINT (-106.24058098499967 34.52088095200048),35,YESNO02,AGEADJPREV,DISSTAT,NODIS,,
20,2022,SC,South Carolina,BRFSS,Health Risks & Behaviors,Smoking status among adults 18 years of age or older,Current Smoker,%,Age-adjusted Prevalence,12.9,12.9,,,7.8,20.5,20,17590,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",HLTHRB,SMOKE,POINT (-81.04537120699968 33.998821303000454),45,SMOKE01,AGEADJPREV,DISSTAT,NODIS,RACE,MRC
906,2022,NC,North Carolina,BRFSS,Prevention & Screenings,Visited a dentist in the past year among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,63.4,63.4,,,60,66.6,906,1687184,Disability Status,No Disability,Sex,Male,PREVENT,DENTIST,POINT (-79.15925046299964 35.466220975000454),37,YESNO01,AGEADJPREV,DISSTAT,NODIS,SEX,GENM
1390,2022,OK,Oklahoma,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Age-adjusted Prevalence,65.8,65.8,,,63.4,68,1390,871744,Disability Status,No Disability,,,HLTHRB,TESTEVER,POINT (-97.52107021399968 35.47203135600046),40,YESNO02,AGEADJPREV,DISSTAT,NODIS,,
55,2022,AL,Alabama,BRFSS,Prevention & Screenings,Routine check-up in the past year among adults 18 years of age or older,No,%,Age-adjusted Prevalence,40,40,,,30.6,50.3,55,78354,Disability Type,Hearing Disability,,,PREVENT,PHYSICAL,POINT (-86.63186076199969 32.84057112200048),1,YESNO02,AGEADJPREV,DISTYPE,HEARDIS,,
161,2022,IL,Illinois,BRFSS,Prevention & Screenings,Routine check-up in the past year among adults 18 years of age or older,No,%,Age-adjusted Prevalence,27.9,27.9,,,23.7,32.6,161,344660,Disability Status,No Disability,Race/Ethnicity,Hispanic,PREVENT,PHYSICAL,POINT (-88.99771017799969 40.48501028300046),17,YESNO02,AGEADJPREV,DISSTAT,NODIS,RACE,HIS
143,2022,ND,North Dakota,BRFSS,Prevention & Screenings,Routine check-up in the past year among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,59.9,59.9,,,48.1,70.7,143,16638,Disability Type,Vision Disability,,,PREVENT,PHYSICAL,POINT (-100.11842104899966 47.47531977900047),38,YESNO01,AGEADJPREV,DISTYPE,VISDIS,,
1089,2022,WI,Wisconsin,BRFSS,Prevention & Screenings,Visited a dentist in the past year among adults 18 years of age or older,No,%,Age-adjusted Prevalence,34.7,34.7,,,32.5,36.9,1089,519948,Disability Status,No Disability,Sex,Male,PREVENT,DENTIST,POINT (-89.81637074199966 44.39319117400049),55,YESNO02,AGEADJPREV,DISSTAT,NODIS,SEX,GENM
112,2022,NY,New York,BRFSS,Health Risks & Behaviors,Current e-cigarette use among adults 18 years of age or older,Yes,%,Prevalence,3.4,3.4,,,2.6,4.4,112,105683,Disability Status,No Disability,Age Group,45-64,HLTHRB,ECIG,POINT (-75.54397042699964 42.82700103200045),36,YESNO01,PREV,DISSTAT,NODIS,AGEGRP,AGE02
314,2022,WA,Washington,BRFSS,Health Risks & Behaviors,Current e-cigarette use among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,14.3,14.3,,,12.6,16.1,314,110631,Disability Type,Cognitive Disability,,,HLTHRB,ECIG,POINT (-120.47001078999972 47.52227862900048),53,YESNO01,AGEADJPREV,DISTYPE,COGDIS,,
1288,2022,HHS10,HHS Region 10,BRFSS,Prevention & Screenings,Visited a dentist in the past year among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,58,58,,,55.1,60.9,1288,494311,Disability Status,No Disability,Race/Ethnicity,Hispanic,PREVENT,DENTIST,,89,YESNO01,AGEADJPREV,DISSTAT,NODIS,RACE,HIS
1129,2022,NE,Nebraska,BRFSS,Health Risks & Behaviors,Smoking status among adults 18 years of age or older,Never Smoker,%,Prevalence,70.9,70.9,,,68,73.6,1129,384860,Disability Status,No Disability,Age Group,18-44,HLTHRB,SMOKE,POINT (-99.36572062299967 41.6410409880005),31,SMOKE03,PREV,DISSTAT,NODIS,AGEGRP,AGE01
287,2022,IN,Indiana,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Prevalence,80.3,80.3,,,75.3,84.5,287,316929,Disability Status,No Disability,Age Group,18-24,HLTHRB,TESTEVER,POINT (-86.14996019399968 39.766910452000445),18,YESNO02,PREV,DISSTAT,NODIS,AGEGRP,AGE04
409,2022,WI,Wisconsin,BRFSS,Health Risks & Behaviors,Smoking status among adults 18 years of age or older,Former Smoker,%,Prevalence,17.9,17.9,,,16,20,409,250182,Disability Status,No Disability,Age Group,18-44,HLTHRB,SMOKE,POINT (-89.81637074199966 44.39319117400049),55,SMOKE02,PREV,DISSTAT,NODIS,AGEGRP,AGE01
21,2022,VA,Virginia,BRFSS,Health Risks & Behaviors,Smoking status among adults 18 years of age or older,Current Smoker,%,Age-adjusted Prevalence,11.4,11.4,,,6.3,19.6,21,15757,Disability Status,Any Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",HLTHRB,SMOKE,POINT (-78.45789046299967 37.54268067400045),51,SMOKE01,AGEADJPREV,DISSTAT,DISABL,RACE,MRC
,2022,ND,North Dakota,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",HLTHRB,TESTEVER,POINT (-100.11842104899966 47.47531977900047),38,YESNO01,AGEADJPREV,DISSTAT,DISABL,RACE,BLK
40,2022,ND,North Dakota,BRFSS,Health Risks & Behaviors,Smoking status among adults 18 years of age or older,Former Smoker,%,Prevalence,17.4,17.4,,,12.8,23.4,40,9836,Disability Status,Any Disability,Age Group,18-44,HLTHRB,SMOKE,POINT (-100.11842104899966 47.47531977900047),38,SMOKE02,PREV,DISSTAT,DISABL,AGEGRP,AGE01
3856,2022,AZ,Arizona,BRFSS,Health Risks & Behaviors,Current e-cigarette use among adults 18 years of age or older,No,%,Age-adjusted Prevalence,91.1,91.1,,,89.2,92.7,3856,1732272,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",HLTHRB,ECIG,POINT (-111.76381127699972 34.865970280000454),4,YESNO02,AGEADJPREV,DISSTAT,NODIS,RACE,WHT
718,2022,ME,Maine,BRFSS,Prevention & Screenings,Visited a dentist in the past year among adults 18 years of age or older,No,%,Age-adjusted Prevalence,53.5,53.5,,,48.8,58.1,718,83218,Disability Status,Any Disability,Sex,Male,PREVENT,DENTIST,POINT (-68.98503133599962 45.254228894000505),23,YESNO02,AGEADJPREV,DISSTAT,DISABL,SEX,GENM
694,2022,NH,New Hampshire,BRFSS,Prevention & Screenings,Visited a dentist in the past year among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,55.2,55.2,,,49.2,61,694,86186,Disability Status,Any Disability,Sex,Female,PREVENT,DENTIST,POINT (-71.50036091999965 43.65595011300047),33,YESNO01,AGEADJPREV,DISSTAT,DISABL,SEX,GENF
3078,2022,MN,Minnesota,BRFSS,Health Risks & Behaviors,Current e-cigarette use among adults 18 years of age or older,No,%,Prevalence,99.2,99.2,,,98.7,99.5,3078,555133,Disability Status,No Disability,Age Group,65+,HLTHRB,ECIG,POINT (-94.79420050299967 46.35564873600049),27,YESNO02,PREV,DISSTAT,NODIS,AGEGRP,AGE03
563,2022,HHS2,HHS Region 2,BRFSS,Health Risks & Behaviors,Smoking status among adults 18 years of age or older,Current Smoker,%,Age-adjusted Prevalence,20.1,20.1,,,17.5,23,563,395642,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",HLTHRB,SMOKE,,81,SMOKE01,AGEADJPREV,DISSTAT,DISABL,RACE,WHT
843,2022,FL,Florida,BRFSS,Prevention & Screenings,Visited a dentist in the past year among adults 18 years of age or older,No,%,Age-adjusted Prevalence,58.9,58.9,,,53.7,63.8,843,1237925,Disability Type,Cognitive Disability,,,PREVENT,DENTIST,POINT (-81.92896053899966 28.932040377000476),12,YESNO02,AGEADJPREV,DISTYPE,COGDIS,,
73,2022,ND,North Dakota,BRFSS,Health Risks & Behaviors,Current e-cigarette use among adults 18 years of age or older,No,%,Age-adjusted Prevalence,98.3,98.3,,,93.2,99.6,73,17460,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",HLTHRB,ECIG,POINT (-100.11842104899966 47.47531977900047),38,YESNO02,AGEADJPREV,DISSTAT,NODIS,RACE,BLK
1702,2022,GA,Georgia,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Age-adjusted Prevalence,51.1,51.1,,,48.8,53.5,1702,2059314,Disability Status,No Disability,,,HLTHRB,TESTEVER,POINT (-83.62758034599966 32.83968109300048),13,YESNO02,AGEADJPREV,DISSTAT,NODIS,,
81,2022,VT,Vermont,BRFSS,Health Risks & Behaviors,Smoking status among adults 18 years of age or older,Current Smoker,%,Prevalence,20,20,,,15.6,25.3,81,8378,Disability Status,Any Disability,Age Group,18-44,HLTHRB,SMOKE,POINT (-72.51764079099962 43.62538123900049),50,SMOKE01,PREV,DISSTAT,DISABL,AGEGRP,AGE01
15213,2022,US,"United States, DC & Territories",BRFSS,Health Risks & Behaviors,Smoking status among adults 18 years of age or older,Never Smoker,%,Prevalence,59.9,59.9,,,58.9,61,15213,15188029,Disability Status,Any Disability,Age Group,18-44,HLTHRB,SMOKE,,59,SMOKE03,PREV,DISSTAT,DISABL,AGEGRP,AGE01
86,2022,DC,District of Columbia,BRFSS,Prevention & Screenings,Visited a dentist in the past year among adults 18 years of age or older,No,%,Age-adjusted Prevalence,38.9,38.9,,,31.3,47,86,18056,Disability Type,Cognitive Disability,,,PREVENT,DENTIST,POINT (-77.03196112699965 38.89037138500049),11,YESNO02,AGEADJPREV,DISTYPE,COGDIS,,
190,2022,NM,New Mexico,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Age-adjusted Prevalence,47.3,47.3,,,40.4,54.4,190,69923,Disability Status,Any Disability,Sex,Female,HLTHRB,TESTEVER,POINT (-106.24058098499967 34.52088095200048),35,YESNO01,AGEADJPREV,DISSTAT,DISABL,SEX,GENF
10343,2022,HHS6,HHS Region 6,BRFSS,Prevention & Screenings,Routine check-up in the past year among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,73.2,73.2,,,71.6,74.8,10343,6953346,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",PREVENT,PHYSICAL,,85,YESNO01,AGEADJPREV,DISSTAT,NODIS,RACE,WHT
87,2022,AL,Alabama,BRFSS,Prevention & Screenings,Routine check-up in the past year among adults 18 years of age or older,No,%,Age-adjusted Prevalence,15.3,15.3,,,12.1,19.2,87,90798,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",PREVENT,PHYSICAL,POINT (-86.63186076199969 32.84057112200048),1,YESNO02,AGEADJPREV,DISSTAT,NODIS,RACE,BLK
47,2022,IL,Illinois,BRFSS,Health Risks & Behaviors,Smoking status among adults 18 years of age or older,Former Smoker,%,Prevalence,16.6,16.6,,,11.3,23.7,47,132533,Disability Status,Any Disability,Age Group,18-44,HLTHRB,SMOKE,POINT (-88.99771017799969 40.48501028300046),17,SMOKE02,PREV,DISSTAT,DISABL,AGEGRP,AGE01
1414,2022,WI,Wisconsin,BRFSS,Health Risks & Behaviors,Smoking status among adults 18 years of age or older,Never Smoker,%,Prevalence,57.2,57.2,,,54.6,59.8,1414,360725,Disability Status,No Disability,Age Group,65+,HLTHRB,SMOKE,POINT (-89.81637074199966 44.39319117400049),55,SMOKE03,PREV,DISSTAT,NODIS,AGEGRP,AGE03
3396,2022,MD,Maryland,BRFSS,Prevention & Screenings,Visited a dentist in the past year among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,66.1,66.1,,,64,68.2,3396,1060535,Disability Status,No Disability,Sex,Male,PREVENT,DENTIST,POINT (-76.60926011099963 39.29058096400047),24,YESNO01,AGEADJPREV,DISSTAT,NODIS,SEX,GENM
195,2022,WA,Washington,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Age-adjusted Prevalence,54.3,54.3,,,47.8,60.6,195,80034,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",HLTHRB,TESTEVER,POINT (-120.47001078999972 47.52227862900048),53,YESNO01,AGEADJPREV,DISSTAT,NODIS,RACE,BLK
300,2022,HI,Hawaii,BRFSS,Health Risks & Behaviors,Current e-cigarette use among adults 18 years of age or older,No,%,Age-adjusted Prevalence,82.6,82.6,,,74.7,88.4,300,37212,Disability Type,Vision Disability,,,HLTHRB,ECIG,POINT (-157.85774940299973 21.304850435000446),15,YESNO02,AGEADJPREV,DISTYPE,VISDIS,,
722,2022,TN,Tennessee,BRFSS,Prevention & Screenings,Routine check-up in the past year among adults 18 years of age or older,Yes,%,Prevalence,66.5,66.5,,,63.1,69.9,722,1095610,Disability Status,No Disability,Age Group,18-44,PREVENT,PHYSICAL,POINT (-85.77449091399967 35.68094058000048),47,YESNO01,PREV,DISSTAT,NODIS,AGEGRP,AGE01
55,2022,NC,North Carolina,BRFSS,Health Risks & Behaviors,Smoking status among adults 18 years of age or older,Current Smoker,%,Age-adjusted Prevalence,12.6,12.6,,,9,17.4,55,131355,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",HLTHRB,SMOKE,POINT (-79.15925046299964 35.466220975000454),37,SMOKE01,AGEADJPREV,DISSTAT,NODIS,RACE,BLK
170,2022,CA,California,BRFSS,Health Risks & Behaviors,Current e-cigarette use among adults 18 years of age or older,No,%,Age-adjusted Prevalence,87.3,87.3,,,78.8,92.7,170,430189,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",HLTHRB,ECIG,POINT (-120.99999953799971 37.63864012300047),6,YESNO02,AGEADJPREV,DISSTAT,DISABL,RACE,BLK
,2022,WI,Wisconsin,BRFSS,Health Risks & Behaviors,Current e-cigarette use among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,No Disability,Race/Ethnicity,Hispanic,HLTHRB,ECIG,POINT (-89.81637074199966 44.39319117400049),55,YESNO01,AGEADJPREV,DISSTAT,NODIS,RACE,HIS
84,2022,CT,Connecticut,BRFSS,Health Risks & Behaviors,Current e-cigarette use among adults 18 years of age or older,Yes,%,Prevalence,16,16,,,12.2,20.7,84,38331,Disability Status,Any Disability,Age Group,18-44,HLTHRB,ECIG,POINT (-72.64984095199964 41.56266102000046),9,YESNO01,PREV,DISSTAT,DISABL,AGEGRP,AGE01
452,2022,WV,West Virginia,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Age-adjusted Prevalence,48.4,48.4,,,44.1,52.7,452,148711,Disability Status,Any Disability,,,HLTHRB,TESTEVER,POINT (-80.71264013499967 38.66551020200046),54,YESNO02,AGEADJPREV,DISSTAT,DISABL,,
1000,2022,IL,Illinois,BRFSS,Prevention & Screenings,Routine check-up in the past year among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,67.8,67.8,,,64.8,70.7,1000,2386729,Disability Status,No Disability,Sex,Male,PREVENT,PHYSICAL,POINT (-88.99771017799969 40.48501028300046),17,YESNO01,AGEADJPREV,DISSTAT,NODIS,SEX,GENM
2010,2022,FL,Florida,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Age-adjusted Prevalence,51.1,51.1,,,48.2,54,2010,3859245,Disability Status,No Disability,,,HLTHRB,TESTEVER,POINT (-81.92896053899966 28.932040377000476),12,YESNO01,AGEADJPREV,DISSTAT,NODIS,,
139,2022,MI,Michigan,BRFSS,Prevention & Screenings,Routine check-up in the past year among adults 18 years of age or older,No,%,Prevalence,25.3,25.3,,,21.1,29.9,139,187385,Disability Status,Any Disability,Age Group,18-44,PREVENT,PHYSICAL,POINT (-84.71439026999968 44.6613195430005),26,YESNO02,PREV,DISSTAT,DISABL,AGEGRP,AGE01
2535,2022,AR,Arkansas,BRFSS,Health Risks & Behaviors,Current e-cigarette use among adults 18 years of age or older,No,%,Age-adjusted Prevalence,91.2,91.2,,,89.5,92.7,2535,1126277,Disability Status,No Disability,,,HLTHRB,ECIG,POINT (-92.27449074299966 34.74865012400045),5,YESNO02,AGEADJPREV,DISSTAT,NODIS,,
4981,2022,HHS4,HHS Region 4,BRFSS,Prevention & Screenings,Visited a dentist in the past year among adults 18 years of age or older,No,%,Age-adjusted Prevalence,51.5,51.5,,,49.3,53.6,4981,4302445,Disability Status,Any Disability,Sex,Female,PREVENT,DENTIST,,83,YESNO02,AGEADJPREV,DISSTAT,DISABL,SEX,GENF
39,2022,WI,Wisconsin,BRFSS,Health Risks & Behaviors,Smoking status among adults 18 years of age or older,Current Smoker,%,Age-adjusted Prevalence,11.9,11.9,,,7.9,17.7,39,23820,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",HLTHRB,SMOKE,POINT (-89.81637074199966 44.39319117400049),55,SMOKE01,AGEADJPREV,DISSTAT,NODIS,RACE,MRC
404,2022,VT,Vermont,BRFSS,Prevention & Screenings,Visited a dentist in the past year among adults 18 years of age or older,No,%,Age-adjusted Prevalence,51.1,51.1,,,41.9,60.2,404,26035,Disability Type,Mobility Disability,,,PREVENT,DENTIST,POINT (-72.51764079099962 43.62538123900049),50,YESNO02,AGEADJPREV,DISTYPE,MOBDIS,,
977,2022,AZ,Arizona,BRFSS,Health Risks & Behaviors,Current e-cigarette use among adults 18 years of age or older,No,%,Age-adjusted Prevalence,84.1,84.1,,,73.7,90.8,977,368292,Disability Type,Hearing Disability,,,HLTHRB,ECIG,POINT (-111.76381127699972 34.865970280000454),4,YESNO02,AGEADJPREV,DISTYPE,HEARDIS,,
3573,2022,HHS6,HHS Region 6,BRFSS,Prevention & Screenings,Visited a dentist in the past year among adults 18 years of age or older,No,%,Age-adjusted Prevalence,50.5,50.5,,,47.8,53.1,3573,2151599,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",PREVENT,DENTIST,,85,YESNO02,AGEADJPREV,DISSTAT,DISABL,RACE,WHT
10,2022,NV,Nevada,BRFSS,Health Risks & Behaviors,Smoking status among adults 18 years of age or older,Current Smoker,%,Age-adjusted Prevalence,14.3,14.3,,,7.9,24.6,10,13253,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",HLTHRB,SMOKE,POINT (-117.07184056399967 39.493240390000494),32,SMOKE01,AGEADJPREV,DISSTAT,DISABL,RACE,BLK
245,2022,PR,Puerto Rico,BRFSS,Health Risks & Behaviors,Smoking status among adults 18 years of age or older,Current Smoker,%,Age-adjusted Prevalence,13.5,13.5,,,11,16.4,245,148579,Disability Status,Any Disability,Race/Ethnicity,Hispanic,HLTHRB,SMOKE,,72,SMOKE01,AGEADJPREV,DISSTAT,DISABL,RACE,HIS
,2022,AL,Alabama,BRFSS,Health Risks & Behaviors,Smoking status among adults 18 years of age or older,Current Smoker,%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,Any Disability,Race/Ethnicity,Hispanic,HLTHRB,SMOKE,POINT (-86.63186076199969 32.84057112200048),1,SMOKE01,AGEADJPREV,DISSTAT,DISABL,RACE,HIS
,2022,IL,Illinois,BRFSS,Health Risks & Behaviors,Current e-cigarette use among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,Any Disability,Race/Ethnicity,Hispanic,HLTHRB,ECIG,POINT (-88.99771017799969 40.48501028300046),17,YESNO01,AGEADJPREV,DISSTAT,DISABL,RACE,HIS
17964,2022,US,"United States, DC & Territories",BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Prevalence,48.6,48.6,,,47.5,49.6,17964,9724247,Disability Status,Any Disability,Age Group,45-64,HLTHRB,TESTEVER,,59,YESNO02,PREV,DISSTAT,DISABL,AGEGRP,AGE02
512,2022,AR,Arkansas,BRFSS,Prevention & Screenings,Visited a dentist in the past year among adults 18 years of age or older,No,%,Age-adjusted Prevalence,42.7,42.7,,,39.3,46.2,512,266913,Disability Status,No Disability,Sex,Male,PREVENT,DENTIST,POINT (-92.27449074299966 34.74865012400045),5,YESNO02,AGEADJPREV,DISSTAT,NODIS,SEX,GENM
